contestant_id,saves_n,psxg_faced,goals_conceded,avg_difficulty,goals_prevented
28u3q82ip96ahymkup01vfxli,537,3.8596966192126274,0,0.00718751698177398,3.8596966192126274
2fornxej3uxyo1v7wczz20l1e,278,1.93889989376795,0,0.0069744600495250005,1.93889989376795
36tr17foeaf9ejjmt2txuoy3y,2087,14.60702394712262,0,0.0069990531610554,14.60702394712262
3yrar8n8nu5h2ouf8geruhzfg,158,0.24227845296263695,0,0.0015334079301432717,0.24227845296263695
4s6f6ktui5q36clvqisqr6lvo,634,5.511253371107869,0,0.008692828661053422,5.511253371107869
5rurqie3qt1qav9ir5mkqinn,2068,12.020485415782144,0,0.005812613837418832,12.020485415782144
6o6989d7o4w1kn35cu75y1mny,96,0.0,0,0.0,0.0
7kt37xy93vjy6wac8vq6fqz3g,959,8.534638640902392,0,0.00889951891647799,8.534638640902392
8l30dsub3sutr6j3ruvk650xc,684,5.741862712655125,0,0.008394536129612756,5.741862712655125
9ijyncrxsejz505dbadwr1dir,852,5.644898679561731,0,0.0066254679337579,5.644898679561731
9m7z1upwp3svfn611ejq7d36v,491,3.8677030380179245,0,0.007877195596777851,3.8677030380179245
axwnneoekq2f2yq6r1l704y96,1090,9.10278012439972,0,0.00835117442605479,9.10278012439972
blzubaa449m1wjt46fasgdvse,126,2.318330785486756,0,0.01839945067846632,2.318330785486756
bsbugp9qfasrrtg55bf7evvwv,831,7.1485949747446105,0,0.008602400691630097,7.1485949747446105
cz26xwowfjp8ei14n9z2ac135,830,4.781962845928785,0,0.005761401019191307,4.781962845928785
dcdnoyf6kzhj46iyfm7xq43fy,881,4.629796233482477,0,0.005255160310422788,4.629796233482477
ewnp4j1j79y9gmqfborxzvp8r,144,2.2682926829268295,0,0.015752032520325206,2.2682926829268295
f4tectnuzt61j2n7bkojj3rrb,52,0.0,0,0.0,0.0
mjejb0x57ms54j9ry6s8njwh,1003,8.630220659077168,0,0.008604407436766867,8.630220659077168
spi3g782q7m4evjxn1sv6cfa,2042,12.191503646987968,0,0.005970373970121434,12.191503646987968
