player_name,season,shots_n,goals,xg,psxg,placement_mean,power_mean,conv_rate,goals_minus_xg,goals_minus_psxg
A. Everett,WSL 2024-2025,2,0,0.13334893,0.0,70.89649778962496,58.5,0.0,-0.13334892690181732,0.0
A. Filbey,WSL 2017-2018,1,0,0.08206687,0.0,77.84093467521515,42.0,0.0,-0.08206687122583389,0.0
A. Filbey,WSL 2019-2020,1,1,0.962963,0.9866667,47.31173216021583,50.0,1.0,0.037037014961242676,0.013333320617675781
A. Filbey,WSL 2020-2021,1,1,0.27184466,0.8061224,52.273745268963125,42.0,1.0,0.7281553447246552,0.19387757778167725
A. Fujino,WSL 2024-2025,20,1,1.8849728,0.6896552,44.89537389547022,50.1,0.05,-0.8849728107452393,0.3103448152542114
A. Fujino,WSL 2025-2026,26,5,4.3575974,5.5575237,39.82754498136906,50.61538461538461,0.19230769230769232,0.6424026489257812,-0.5575237274169922
A. Galli,WSL 2021-2022,6,1,0.73852694,0.6666667,179.97373134255773,54.333333333333336,0.16666666666666666,0.26147305965423584,0.3333333134651184
A. Galli,WSL 2022-2023,10,0,0.40219116,0.0,48.759402764000335,43.6,0.0,-0.402191162109375,0.0
A. Galli,WSL 2023-2024,14,3,1.6872652,2.1965737,42.78154880620222,44.92857142857143,0.21428571428571427,1.312734842300415,0.8034262657165527
A. Galli,WSL 2024-2025,2,0,0.1291866,0.53571427,34.49532778670151,42.0,0.0,-0.12918660044670105,-0.5357142686843872
A. Galli,WSL 2025-2026,3,1,0.9259259,0.86885244,22.294027302563165,46.333333333333336,0.3333333333333333,0.07407408952713013,0.131147563457489
A. Gaylor,WSL 2018-2019,10,1,0.5241443,1.292036,68.74874148150438,46.1,0.1,0.4758557081222534,-0.2920360565185547
A. Goddard,WSL 2018-2019,6,0,0.84605575,0.0,100.98479250466629,44.666666666666664,0.0,-0.8460557460784912,0.0
A. Grant,WSL 2019-2020,21,2,2.8868654,2.7078533,70.7063889895158,47.095238095238095,0.09523809523809523,-0.8868653774261475,-0.7078533172607422
A. Grant,WSL 2020-2021,1,0,0.0,0.0,20.00000000000005,42.0,0.0,0.0,0.0
A. Green,WSL 2017,2,0,0.0,0.0,21.66666666666662,50.0,0.0,0.0,0.0
A. Green,WSL 2017-2018,2,0,0.16413374,0.08695652,255.8857171752189,42.0,0.0,-0.16413374245166779,-0.08695652335882187
A. Greenwood,WSL 2015,15,1,1.1314847,0.75609756,65.71850748276073,47.53333333333333,0.06666666666666667,-0.1314847469329834,0.24390244483947754
A. Greenwood,WSL 2016,6,1,0.93675596,0.75609756,75.37977390344287,44.666666666666664,0.16666666666666666,0.0632440447807312,0.24390244483947754
A. Greenwood,WSL 2017,7,2,2.0055528,1.7560976,67.31158890038405,44.857142857142854,0.2857142857142857,-0.005552768707275391,0.24390244483947754
A. Greenwood,WSL 2017-2018,13,2,2.2471075,1.888155,100.28333734620452,48.23076923076923,0.15384615384615385,-0.24710750579833984,0.11184501647949219
A. Greenwood,WSL 2020-2021,11,0,0.5182371,0.0,28.842372501835623,51.0,0.0,-0.5182371139526367,0.0
A. Greenwood,WSL 2021-2022,17,4,3.3489032,4.257417,33.2530788250877,47.705882352941174,0.23529411764705882,0.6510968208312988,-0.2574172019958496
A. Greenwood,WSL 2022-2023,15,0,1.4512391,1.093647,34.96063557651811,44.666666666666664,0.0,-1.4512391090393066,-1.0936470031738281
A. Greenwood,WSL 2023-2024,17,1,1.3827548,2.4977856,49.0356537988783,45.88235294117647,0.058823529411764705,-0.3827548027038574,-1.4977855682373047
A. Greenwood,WSL 2024-2025,5,0,0.68992245,0.0,52.38331807859097,42.8,0.0,-0.6899224519729614,0.0
A. Greenwood,WSL 2025-2026,13,0,0.5693273,0.7359098,45.3007279405852,51.76923076923077,0.0,-0.5693272948265076,-0.7359098196029663
A. Harrison,WSL 2018-2019,10,0,0.08206687,0.0,38.92635736360989,50.6,0.0,-0.08206687122583389,0.0
A. Harrison,WSL 2019-2020,5,1,1.0635083,0.9866667,45.76103091263596,45.6,0.2,-0.06350827217102051,0.013333320617675781
A. Harrison,WSL 2020-2021,11,2,1.5080639,1.5186274,74.17846743161644,47.90909090909091,0.18181818181818182,0.4919360876083374,0.481372594833374
A. Harrison,WSL 2023-2024,14,1,0.9871657,0.6896552,54.58564280270709,59.0,0.07142857142857142,0.012834310531616211,0.3103448152542114
A. Hazard,WSL 2018-2019,1,0,0.0,0.0,,50.0,0.0,0.0,0.0
A. Heatherson,WSL 2017,5,2,1.3467771,1.855519,98.2637052122581,51.8,0.4,0.653222918510437,0.14448094367980957
A. Heatherson,WSL 2017-2018,16,2,2.2102227,2.660222,63.195866451768914,48.125,0.125,-0.21022272109985352,-0.660222053527832
A. Heatherson,WSL 2018-2019,21,2,1.686522,2.4620671,68.01785910376823,52.0,0.09523809523809523,0.3134779930114746,-0.4620671272277832
A. Hegerberg,WSL 2016,10,0,0.791494,0.0,131.66666666666666,49.4,0.0,-0.7914940118789673,0.0
A. Hegerberg,WSL 2017,11,0,0.25133094,0.17777778,58.62160867332682,46.18181818181818,0.0,-0.2513309419155121,-0.17777778208255768
A. Hegerberg,WSL 2017-2018,6,0,0.4774157,0.0,68.91661135943589,47.5,0.0,-0.47741571068763733,0.0
A. Hodson,WSL 2015,9,0,0.69079286,0.0,172.5,46.44444444444444,0.0,-0.6907928586006165,0.0
A. Hodson,WSL 2016,6,0,0.52964747,0.0,144.12385038898805,47.333333333333336,0.0,-0.5296474695205688,0.0
A. Hodson,WSL 2017,3,0,0.16413374,0.0,263.3333333333333,44.666666666666664,0.0,-0.16413374245166779,0.0
A. Hodson,WSL 2017-2018,12,1,2.482918,1.0,193.85461073795014,51.833333333333336,0.08333333333333333,-1.4829180240631104,0.0
A. Hodson,WSL 2018-2019,1,1,0.35454544,0.17777778,21.704838170325065,42.0,1.0,0.6454545557498932,0.8222222179174423
A. Hodson,WSL 2019-2020,1,0,0.0,0.0,,50.0,0.0,0.0,0.0
A. Holmes,WSL 2017,6,0,0.740901,0.0,119.16666666666669,44.666666666666664,0.0,-0.740900993347168,0.0
A. Ilestedt,WSL 2023-2024,7,1,1.2841363,1.4140154,48.79045703545054,47.857142857142854,0.14285714285714285,-0.2841362953186035,-0.41401541233062744
A. James-Turner,WSL 2015,19,1,0.98932046,0.5185185,168.05006617418485,45.8421052631579,0.05263157894736842,0.010679543018341064,0.48148149251937866
A. James-Turner,WSL 2016,18,0,1.4800975,0.1291866,122.08333333333333,45.111111111111114,0.0,-1.4800975322723389,-0.12918660044670105
A. James-Turner,WSL 2017,3,1,0.4154002,0.6933333,156.37560354094626,44.666666666666664,0.3333333333333333,0.5845997929573059,0.30666667222976685
A. James-Turner,WSL 2017-2018,6,0,0.36242315,0.16363636,62.20484329998976,46.833333333333336,0.0,-0.3624231517314911,-0.16363635659217834
A. James-Turner,WSL 2018-2019,18,0,1.6512244,0.6896552,73.71956881873469,46.94444444444444,0.0,-1.6512243747711182,-0.6896551847457886
A. James-Turner,WSL 2019-2020,16,1,1.7554082,1.363157,134.8370464403154,45.875,0.0625,-0.7554081678390503,-0.3631570339202881
A. James-Turner,WSL 2020-2021,41,1,3.105656,1.4549174,55.59369668934351,46.41463414634146,0.024390243902439025,-2.1056559085845947,-0.45491743087768555
A. James-Turner,WSL 2022-2023,14,1,2.1778426,1.8602808,48.76936147828637,46.07142857142857,0.07142857142857142,-1.177842617034912,-0.8602807521820068
A. James-Turner,WSL 2023-2024,12,2,1.4884688,1.8217764,35.606241737762346,50.833333333333336,0.16666666666666666,0.5115312337875366,0.1782236099243164
A. James-Turner,WSL 2024-2025,1,0,0.08206687,0.0,78.24640566824779,42.0,0.0,-0.08206687122583389,0.0
A. Johnson,WSL 2017,1,0,0.0,0.0,10.000000000000025,50.0,0.0,0.0,0.0
A. Johnson,WSL 2017-2018,8,0,0.36538908,0.6666667,48.817792493336384,49.125,0.0,-0.3653890788555145,-0.6666666865348816
A. Johnson,WSL 2018-2019,1,0,0.05882353,0.0,78.10427502882142,42.0,0.0,-0.05882352963089943,0.0
A. Joice,WSL 2017,7,0,0.27368313,0.123809524,269.5833333333333,45.42857142857143,0.0,-0.2736831307411194,-0.12380952388048172
A. Joice,WSL 2017-2018,11,1,1.5246032,0.6933333,107.67711698282154,46.0,0.09090909090909091,-0.5246032476425171,0.30666667222976685
A. Jordan,WSL 2019-2020,2,0,0.0,0.0,26.66666666666669,46.0,0.0,0.0,0.0
A. Jøsendal,WSL 2025-2026,1,0,0.093023255,0.0,78.02570801416103,42.0,0.0,-0.09302325546741486,0.0
A. Kennedy,WSL 2020-2021,28,1,2.370963,1.6304531,55.229048830037854,46.285714285714285,0.03571428571428571,-1.3709630966186523,-0.6304531097412109
A. Kennedy,WSL 2021-2022,4,1,0.3371403,1.0444939,24.99967889948547,50.25,0.25,0.662859708070755,-0.044493913650512695
A. Kennedy,WSL 2022-2023,5,0,0.18046865,0.0,36.35527398841123,46.8,0.0,-0.18046864867210388,0.0
A. Kennedy,WSL 2023-2024,11,0,1.6845213,1.8796036,52.0174498727261,42.72727272727273,0.0,-1.6845213174819946,-1.879603624343872
A. Kennedy,WSL 2024-2025,1,0,0.0,0.0,36.097245201138456,75.0,0.0,0.0,0.0
A. Kennedy,WSL 2025-2026,13,1,2.3287911,1.6763219,51.89683339679198,47.38461538461539,0.07692307692307693,-1.3287911415100098,-0.6763218641281128
A. Kuyken,WSL 2017-2018,1,0,0.44758064,0.0,78.38622327934928,50.0,0.0,-0.44758063554763794,0.0
A. Kuyken,WSL 2018-2019,1,0,0.0,0.0,3.3333333333333806,42.0,0.0,0.0,0.0
A. Lahmari,WSL 2017,1,0,0.0,0.0,38.333333333333286,42.0,0.0,0.0,0.0
A. Larkin,WSL 2024-2025,7,1,0.5379876,0.8061224,32.85501230051732,46.57142857142857,0.14285714285714285,0.4620124101638794,0.19387757778167725
A. Lawrence,WSL 2023-2024,5,1,0.77198935,0.96842104,36.42529715883343,53.4,0.2,0.2280106544494629,0.03157895803451538
A. Lawrence,WSL 2024-2025,6,1,0.6890269,1.014307,17.065933798820513,46.0,0.16666666666666666,0.3109731078147888,-0.014307022094726562
A. Lehmann,WSL 2018-2019,35,6,5.4904943,6.3252397,61.36991713833796,49.31428571428572,0.17142857142857143,0.5095057487487793,-0.3252396583557129
A. Lehmann,WSL 2019-2020,16,3,3.014164,2.815857,102.03085656971743,48.375,0.1875,-0.014163970947265625,0.18414306640625
A. Lehmann,WSL 2020-2021,14,1,1.438178,0.89696974,41.378974205230136,45.42857142857143,0.07142857142857142,-0.4381779432296753,0.103030264377594
A. Lehmann,WSL 2021-2022,30,2,2.3876653,1.8309947,41.60602241841801,46.6,0.06666666666666667,-0.3876652717590332,0.16900527477264404
A. Lehmann,WSL 2022-2023,24,5,3.663536,4.0630417,33.73243065020509,48.0,0.20833333333333334,1.3364639282226562,0.9369583129882812
A. Lehmann,WSL 2023-2024,12,2,2.6865146,1.6396551,55.174921552694435,52.083333333333336,0.16666666666666666,-0.6865146160125732,0.36034488677978516
A. Lehmann,WSL 2025-2026,8,1,1.3158772,0.96842104,43.94848148149164,59.375,0.125,-0.31587719917297363,0.03157895803451538
A. Leon,WSL 2018-2019,11,1,1.2464509,1.6412321,55.941142815852736,50.90909090909091,0.09090909090909091,-0.24645090103149414,-0.6412321329116821
A. Leon,WSL 2019-2020,21,5,4.634077,5.9136443,98.3920892869361,51.0,0.23809523809523808,0.3659229278564453,-0.9136443138122559
A. Leon,WSL 2020-2021,27,1,1.4518781,1.5230169,38.84988461516169,47.407407407407405,0.037037037037037035,-0.45187807083129883,-0.5230169296264648
A. Leon,WSL 2021-2022,25,2,2.2292094,3.609085,34.99521337470457,48.2,0.08,-0.22920942306518555,-1.6090850830078125
A. Leon,WSL 2022-2023,1,1,0.33333334,0.8061224,27.065558269587648,50.0,1.0,0.6666666567325592,0.19387757778167725
A. Leon,WSL 2023-2024,25,5,3.6589386,5.196197,45.31884574997554,50.4,0.2,1.3410613536834717,-0.1961970329284668
A. Leon,WSL 2024-2025,13,3,1.2961925,2.6629887,30.21670604324117,48.15384615384615,0.23076923076923078,1.7038074731826782,0.33701133728027344
A. Luik,WSL 2016,2,0,0.08206687,0.0,77.49999999999997,42.0,0.0,-0.08206687122583389,0.0
A. Mannion,WSL 2015,3,1,0.19074792,0.8695652,85.29258005548216,44.666666666666664,0.3333333333333333,0.8092520833015442,0.1304348111152649
A. Mannion,WSL 2016,2,1,0.83816445,0.75609756,95.8651835758757,50.0,0.5,0.16183555126190186,0.24390244483947754
A. Mannion,WSL 2017,1,0,0.0,0.16363636,37.773594539631006,42.0,0.0,0.0,-0.16363635659217834
A. Mannion,WSL 2017-2018,8,3,3.1064572,3.0243902,58.350628482415836,46.0,0.375,-0.10645723342895508,-0.024390220642089844
A. Mannion,WSL 2018-2019,4,2,1.9849943,1.6758314,213.11804912295656,46.0,0.5,0.015005707740783691,0.3241685628890991
A. Mannion,WSL 2021-2022,4,0,0.4366123,0.0,53.68129685915147,48.0,0.0,-0.4366123080253601,0.0
A. Mannion,WSL 2022-2023,1,0,0.08206687,0.0,78.95322103062745,75.0,0.0,-0.08206687122583389,0.0
A. Masaka,WSL 2024-2025,1,0,0.0,0.0,27.2680113767844,50.0,0.0,0.0,0.0
A. McManus,WSL 2015,3,0,0.2797413,0.0,236.66666666666666,55.666666666666664,0.0,-0.2797412872314453,0.0
A. McManus,WSL 2016,4,0,0.33431482,0.0,112.5,56.25,0.0,-0.33431482315063477,0.0
A. McManus,WSL 2017-2018,8,2,0.7761719,0.92156863,62.92589602747798,46.0,0.25,1.2238280773162842,1.0784313678741455
A. McManus,WSL 2018-2019,6,1,1.1945784,0.96842104,69.84414936468826,52.833333333333336,0.16666666666666666,-0.1945784091949463,0.03157895803451538
A. McManus,WSL 2019-2020,1,0,0.33333334,0.53571427,20.641382382647375,50.0,0.0,-0.3333333432674408,-0.5357142686843872
A. McManus,WSL 2020-2021,1,1,0.962963,0.8695652,29.012257945756513,50.0,1.0,0.037037014961242676,0.1304348111152649
A. McManus,WSL 2021-2022,5,1,0.48320696,0.6666667,105.17390360330009,42.0,0.2,0.5167930424213409,0.3333333134651184
A. McManus,WSL 2022-2023,1,0,0.0,0.0,9.887702800280088,55.0,0.0,0.0,0.0
A. Morgan,WSL 2020-2021,5,2,1.594262,1.5121951,34.79250565796305,46.8,0.4,0.4057379961013794,0.4878048896789551
A. Neville,WSL 2019-2020,5,1,1.1380546,1.1321212,43.10923568898889,53.4,0.2,-0.13805460929870605,-0.13212120532989502
A. Neville,WSL 2020-2021,8,2,1.1626825,1.2081738,38.76274055505578,45.625,0.25,0.8373174667358398,0.7918262481689453
A. Neville,WSL 2021-2022,30,3,5.34822,5.7829275,51.27544750852865,47.56666666666667,0.1,-2.348219871520996,-2.7829275131225586
A. Neville,WSL 2022-2023,24,3,2.5577664,4.266137,41.46908251294493,45.333333333333336,0.125,0.4422335624694824,-1.2661371231079102
A. Neville,WSL 2023-2024,14,1,2.0513864,1.6122448,46.91663184845997,49.0,0.07142857142857142,-1.0513863563537598,-0.6122448444366455
A. Neville,WSL 2024-2025,11,0,0.35214388,0.49839574,52.248972887909844,50.0,0.0,-0.35214388370513916,-0.49839574098587036
A. Neville,WSL 2025-2026,8,1,1.1626769,1.0,51.38465048842555,45.125,0.125,-0.16267693042755127,0.0
A. Nildén,WSL 2018-2019,1,1,0.2,0.8695652,41.506358281325724,50.0,1.0,0.7999999970197678,0.1304348111152649
A. Nildén,WSL 2019-2020,2,0,0.09794332,0.17777778,19.625858711079292,50.0,0.0,-0.09794332087039948,-0.17777778208255768
A. Nildén,WSL 2023-2024,8,0,0.96770495,0.0,61.12863045847229,46.0,0.0,-0.9677049517631531,0.0
A. Nildén,WSL 2024-2025,8,2,1.2546182,1.1321212,44.00998403991832,43.0,0.25,0.7453818321228027,0.867878794670105
A. Nildén,WSL 2025-2026,10,2,2.7144399,2.577436,31.9109913492822,49.3,0.2,-0.714439868927002,-0.5774359703063965
A. Nouwen,WSL 2021-2022,6,1,1.8609588,0.9866667,85.82940371739306,50.166666666666664,0.16666666666666666,-0.8609588146209717,0.013333320617675781
A. Nouwen,WSL 2022-2023,2,0,0.09859155,0.0,56.57272421751239,42.0,0.0,-0.09859155118465424,0.0
A. Nouwen,WSL 2024-2025,4,1,0.8191091,0.86885244,35.78101070507445,51.5,0.25,0.18089091777801514,0.131147563457489
A. Oshoala,WSL 2015,22,3,3.0666947,2.0675764,84.19833318753976,52.81818181818182,0.13636363636363635,-0.06669473648071289,0.9324235916137695
A. Oshoala,WSL 2016,17,3,3.3099873,2.9235086,72.84924097272788,48.11764705882353,0.17647058823529413,-0.30998730659484863,0.0764913558959961
A. Palmer,WSL 2017,1,0,0.051282052,0.0,150.0,42.0,0.0,-0.05128205195069313,0.0
A. Palmer,WSL 2017-2018,5,0,0.16413374,0.0,58.70654562313447,43.6,0.0,-0.16413374245166779,0.0
A. Palmer,WSL 2020-2021,6,0,0.3483134,0.0,65.68197150161296,45.5,0.0,-0.3483133912086487,0.0
A. Palmer,WSL 2023-2024,3,1,0.08206687,0.6896552,37.36890712574891,42.0,0.3333333333333333,0.9179331287741661,0.3103448152542114
A. Patten,WSL 2017,6,0,0.4256908,0.0,184.33333333333334,43.333333333333336,0.0,-0.42569079995155334,0.0
A. Patten,WSL 2021-2022,7,0,0.051282052,0.18181819,25.98670354063457,44.285714285714285,0.0,-0.05128205195069313,-0.1818181872367859
A. Patten,WSL 2022-2023,15,0,1.5732203,0.7058824,42.85577951463102,42.53333333333333,0.0,-1.5732202529907227,-0.7058823704719543
A. Patten,WSL 2023-2024,13,2,2.3343687,1.7561224,50.42688146092298,55.92307692307692,0.15384615384615385,-0.3343687057495117,0.24387764930725098
A. Patten,WSL 2024-2025,10,2,0.98807776,1.3829885,33.42665246262487,46.9,0.2,1.0119222402572632,0.617011547088623
A. Patten,WSL 2025-2026,9,1,0.6366609,1.5186274,47.99909280054329,60.333333333333336,0.1111111111111111,0.3633391261100769,-0.518627405166626
A. Plumptre,WSL 2021-2022,18,3,3.2327292,2.8682706,64.35460638567386,48.333333333333336,0.16666666666666666,-0.23272919654846191,0.1317293643951416
A. Plumptre,WSL 2022-2023,14,1,1.1621486,1.3793104,38.60242997409959,47.0,0.07142857142857142,-0.1621485948562622,-0.37931036949157715
A. Riley,WSL 2018-2019,3,0,0.44758064,0.0,63.351733266641254,55.666666666666664,0.0,-0.44758063554763794,0.0
A. Rodgers,WSL 2017-2018,1,0,0.05882353,0.0,78.48566748139434,42.0,0.0,-0.05882352963089943,0.0
A. Rodgers,WSL 2018-2019,5,1,1.0653918,1.1148272,35.02956726558703,45.2,0.2,-0.06539177894592285,-0.11482715606689453
A. Rodgers,WSL 2019-2020,2,0,0.16413374,0.14545454,51.93129474546341,42.0,0.0,-0.16413374245166779,-0.145454540848732
A. Rodgers,WSL 2023-2024,18,2,1.6560174,2.5429468,37.239712760780925,46.94444444444444,0.1111111111111111,0.3439825773239136,-0.5429468154907227
A. Russo,WSL 2020-2021,14,3,2.7376957,2.537091,80.9482009774504,47.142857142857146,0.21428571428571427,0.26230430603027344,0.4629089832305908
A. Russo,WSL 2021-2022,61,9,7.2606893,8.954615,59.06521728126209,45.78688524590164,0.14754098360655737,1.7393107414245605,0.04538536071777344
A. Russo,WSL 2022-2023,72,10,9.826782,9.912919,44.085489782873395,47.986111111111114,0.1388888888888889,0.1732177734375,0.0870809555053711
A. Russo,WSL 2023-2024,79,12,13.943342,12.99713,40.79579034130531,49.70886075949367,0.1518987341772152,-1.9433422088623047,-0.9971303939819336
A. Russo,WSL 2024-2025,73,12,11.494459,9.144285,44.01640036154912,49.19178082191781,0.1643835616438356,0.5055408477783203,2.855714797973633
A. Russo,WSL 2025-2026,85,13,9.512602,12.15189,40.281050952360566,49.6,0.15294117647058825,3.487398147583008,0.8481101989746094
A. Sandberg,WSL 2024-2025,4,0,0.43617022,0.6896552,42.391220174505115,46.0,0.0,-0.43617022037506104,-0.6896551847457886
A. Sandberg,WSL 2025-2026,4,1,0.37833285,0.8532915,55.93307728853667,50.25,0.25,0.6216671466827393,0.14670848846435547
A. Scott,WSL 2015,6,1,0.50139415,0.8061224,83.6015506474809,48.666666666666664,0.16666666666666666,0.4986058473587036,0.19387757778167725
A. Scott,WSL 2016,3,0,0.074074075,0.0,53.333333333333336,44.666666666666664,0.0,-0.07407407462596893,0.0
A. Scott,WSL 2017,1,0,0.0,0.0,,42.0,0.0,0.0,0.0
A. Stringer,WSL 2016,7,0,1.0505424,0.33333334,102.00000000000003,45.42857142857143,0.0,-1.0505423545837402,-0.3333333432674408
A. Stringer,WSL 2017,5,0,0.3035996,0.0,155.41666666666669,47.0,0.0,-0.30359959602355957,0.0
A. Stringer,WSL 2017-2018,1,0,0.0,0.0,,42.0,0.0,0.0,0.0
A. Stringer,WSL 2018-2019,5,1,0.8232714,0.6896552,55.492075945345164,50.2,0.2,0.17672860622406006,0.3103448152542114
A. Stringer,WSL 2020-2021,9,0,0.52513236,0.0,95.29020504246878,42.0,0.0,-0.5251323580741882,0.0
A. Stringer,WSL 2021-2022,3,2,1.8888888,1.9733334,35.37422283336753,44.666666666666664,0.6666666666666666,0.11111116409301758,0.026666641235351562
A. Stringer,WSL 2022-2023,4,0,0.0,0.0,32.42663014250365,46.0,0.0,0.0,0.0
A. Stringer,WSL 2023-2024,2,0,0.08206687,0.2173913,20.356730589035937,58.5,0.0,-0.08206687122583389,-0.21739129722118378
A. Swaby,WSL 2024-2025,2,1,0.962963,0.9866667,43.88800761462973,46.0,0.5,0.037037014961242676,0.013333320617675781
A. Thestrup,WSL 2022-2023,13,0,0.26865247,0.0,36.15645078647385,52.0,0.0,-0.26865246891975403,0.0
A. Thestrup,WSL 2023-2024,30,9,5.1619573,7.4677134,36.952352098435334,49.96666666666667,0.3,3.838042736053467,1.5322866439819336
A. Thompson,WSL 2025-2026,38,7,5.874422,7.0608153,45.291965628964384,48.921052631578945,0.18421052631578946,1.1255779266357422,-0.06081533432006836
A. Tysiak,WSL 2023-2024,7,1,0.5548661,1.1936266,29.958122978472762,45.0,0.14285714285714285,0.44513392448425293,-0.19362664222717285
