season,player,team,n_actions,total_xt,xt_per_action,total_vaep,vaep_per_action,vaep_per90
WSL_2015,C. Telford,Notts County WFC,671,3.125202,0.017078,1.408223,0.002099,1.362797
WSL_2015,C. Ubogagu,Liverpool FCW,585,0.619556,0.003688,-0.688055,-0.001176,-0.658776
WSL_2015,C. Weir,Liverpool FCW,126,0.147548,0.002837,0.077111,0.000612,0.075435
WSL_2015,C. Weir,Everton FC,800,1.928712,0.005862,0.560887,0.000701,0.531367
WSL_2015,C. Wellings,Aston Villa WFC,5,-0.003382,-0.001691,0.012536,0.002507,0.282058
WSL_2015,D. Bowman,Notts County WFC,849,1.413365,0.005374,-0.029753,-3.5e-05,-0.028793
WSL_2015,D. Carter,Liverpool FCW,980,1.519406,0.005294,-0.204261,-0.000208,-0.19351
WSL_2015,D. Corboz,West Ham United WFC,333,0.3266,0.002791,-0.323535,-0.000972,-0.313098
WSL_2015,D. Gibbons,Arsenal WFC,57,0.162337,0.005237,0.131468,0.002306,0.130023
WSL_2015,D. Janssen,Liverpool FCW,649,1.660081,0.006434,0.201929,0.000311,0.193337
WSL_2015,D. Scott,Notts County WFC,464,0.65123,0.0037,0.297693,0.000642,0.28809
WSL_2015,D. Spence,Manchester United WFC,685,1.049113,0.003959,0.038179,5.6e-05,0.036555
WSL_2015,D. Stokes,West Ham United WFC,1203,2.720735,0.005124,0.05106,4.2e-05,0.046418
WSL_2015,D. Susi,Notts County WFC,426,0.207769,0.002473,-0.280815,-0.000659,-0.268866
WSL_2015,E. Aluko,Manchester United WFC,930,1.697322,0.006656,0.037675,4.1e-05,0.034957
WSL_2015,E. Byrne,Liverpool FCW,594,0.860595,0.004059,0.539521,0.000908,0.516562
WSL_2015,E. Kelly,Yeovil Town WFC,33,0.066848,0.008356,0.014954,0.000453,0.0313
WSL_2015,E. Lipman,West Ham United WFC,107,0.139583,0.003323,0.002897,2.7e-05,0.002688
WSL_2015,E. Mukandi,Liverpool FCW,1035,3.093067,0.008787,-0.049271,-4.8e-05,-0.046678
WSL_2015,E. Simpkins,Aston Villa WFC,45,0.231239,0.01217,0.138828,0.003085,0.390454
WSL_2015,E. Stout,Arsenal WFC,825,1.878024,0.006198,1.050135,0.001273,1.005448
WSL_2015,E. Westwood,Aston Villa WFC,655,1.214649,0.007187,-0.410681,-0.000627,-0.369613
WSL_2015,E. White,Notts County WFC,845,0.62026,0.002639,-0.194035,-0.00023,-0.187775
WSL_2015,F. Ayisi,Aston Villa WFC,316,-0.22012,-0.002751,-0.395216,-0.001251,-0.386625
WSL_2015,F. Brown,Everton FC,1020,2.498036,0.008765,-0.567176,-0.000556,-0.54888
WSL_2015,F. Kirby,Manchester United WFC,256,-0.0666,-0.000694,-0.173872,-0.000679,-0.164721
WSL_2015,F. O'Sullivan,Notts County WFC,11,0.00262,0.00131,-0.010308,-0.000937,-0.051539
WSL_2015,F. Whelan,Notts County WFC,259,0.472247,0.006469,-0.41444,-0.0016,-0.433716
WSL_2015,F. Williams,Arsenal WFC,598,2.027149,0.009699,0.042416,7.1e-05,0.038954
WSL_2015,G. Allen,Liverpool FCW,8,-0.004559,-0.00228,-0.001363,-0.00017,-0.013631
WSL_2015,G. Bonner,Arsenal WFC,1421,5.422988,0.014309,0.299236,0.000211,0.269312
WSL_2015,G. Davison,Manchester United WFC,1030,2.994733,0.010016,0.21485,0.000209,0.205708
WSL_2015,G. Evans,Everton FC,667,0.923791,0.00371,-0.329032,-0.000493,-0.311714
WSL_2015,G. Flaherty,Manchester United WFC,794,1.961671,0.005926,-0.69056,-0.00087,-0.640726
WSL_2015,G. McCatty,Everton FC,510,1.110811,0.011335,-0.342979,-0.000673,-0.324928
WSL_2015,G. Stanway,West Ham United WFC,95,0.065638,0.001823,-0.157601,-0.001659,-0.157601
WSL_2015,H. Blundell,Manchester United WFC,1145,3.223945,0.006284,0.694918,0.000607,0.64477
WSL_2015,H. Dale,Arsenal WFC,3,0.008331,0.008331,0.007538,0.002513,0.339217
WSL_2015,H. Ladd,Everton FC,93,0.143441,0.006831,-0.099963,-0.001075,-0.09779
WSL_2015,H. Lindahl,Manchester United WFC,880,1.746136,0.00534,1.060615,0.001205,1.026402
WSL_2015,H. Sharp,Yeovil Town WFC,119,0.190826,0.010043,-0.058976,-0.000496,-0.058328
WSL_2015,H. Short,Everton FC,55,0.114039,0.011404,0.009009,0.000164,0.009319
WSL_2015,I. Christiansen,West Ham United WFC,1228,3.12188,0.005487,-0.15592,-0.000127,-0.146175
WSL_2015,I. Ryland,Arsenal WFC,461,1.693753,0.011143,0.052856,0.000115,0.050607
WSL_2015,J. Bailey,Liverpool FCW,694,0.85725,0.002748,-0.173209,-0.00025,-0.165838
WSL_2015,J. Beattie,West Ham United WFC,1167,3.4894,0.006253,0.275376,0.000236,0.250341
WSL_2015,J. Carter,Aston Villa WFC,1267,2.749757,0.005978,-0.169821,-0.000134,-0.152839
WSL_2015,J. Clarke,Notts County WFC,862,-0.11208,-0.000496,-0.636886,-0.000739,-0.609785
WSL_2015,J. Groenen,Manchester United WFC,140,0.636323,0.015151,-0.119741,-0.000855,-0.115878
WSL_2015,J. Matthews,Everton FC,364,0.974502,0.011201,-0.284334,-0.000781,-0.272234
WSL_2015,J. Moore,Aston Villa WFC,511,0.735302,0.005036,0.072115,0.000141,0.064904
WSL_2015,J. Nobbs,Liverpool FCW,548,1.505014,0.005972,0.259986,0.000474,0.251599
WSL_2015,J. Potter,Aston Villa WFC,1055,3.21871,0.009016,0.68953,0.000654,0.626845
WSL_2015,J. Rose,Liverpool FCW,1013,2.919702,0.006886,-0.291157,-0.000287,-0.281765
WSL_2015,J. Scott,West Ham United WFC,1070,1.302861,0.002915,0.631829,0.00059,0.57439
WSL_2015,Ji So-Yun,Manchester United WFC,1025,1.473616,0.002941,0.435177,0.000425,0.421139
WSL_2015,K. Bardsley,West Ham United WFC,606,1.492462,0.005129,0.677084,0.001117,0.634766
WSL_2015,K. Carney,Aston Villa WFC,707,1.439995,0.00689,0.073773,0.000104,0.071393
WSL_2015,K. Chapman,Manchester United WFC,1103,0.69938,0.001723,-0.735828,-0.000667,-0.6971
WSL_2015,K. Harrop,Aston Villa WFC,1216,3.779593,0.00879,-0.303319,-0.000249,-0.272987
WSL_2015,K. Johnston,West Ham United WFC,464,0.760488,0.006234,-0.919476,-0.001982,-0.880349
WSL_2015,K. Linnett,Aston Villa WFC,546,0.104097,0.000699,-0.563504,-0.001032,-0.539526
WSL_2015,K. Longhurst,Arsenal WFC,768,1.142516,0.004232,0.121125,0.000158,0.112384
WSL_2015,K. McDougall,Yeovil Town WFC,13,0.044305,0.011076,-0.00276,-0.000212,-0.015523
WSL_2015,K. Radtke,West Ham United WFC,78,0.153618,0.005908,-0.091149,-0.001169,-0.098836
WSL_2015,K. Ramshaw,Yeovil Town WFC,129,0.463996,0.013257,-0.008925,-6.9e-05,-0.008545
WSL_2015,K. Smith,Liverpool FCW,58,0.10138,0.005069,0.068681,0.001184,0.085851
WSL_2015,K. Walsh,West Ham United WFC,414,0.855069,0.003817,0.09654,0.000233,0.092432
WSL_2015,K. Zelem,Arsenal WFC,495,0.773303,0.003828,0.055844,0.000113,0.053468
WSL_2015,K. Ómarsdottir,Arsenal WFC,474,0.512612,0.002684,0.063207,0.000133,0.061168
WSL_2015,L. Bassett,Notts County WFC,747,1.970292,0.008108,-0.385456,-0.000516,-0.369053
WSL_2015,L. Bronze,West Ham United WFC,1344,4.771004,0.008046,1.183404,0.000881,1.133047
WSL_2015,L. Coombs,Manchester United WFC,379,0.35724,0.002165,-0.10523,-0.000278,-0.099691
WSL_2015,L. Crichton,Notts County WFC,838,2.05776,0.006769,0.305555,0.000365,0.292553
WSL_2015,L. Dykes,Everton FC,1094,3.870567,0.010547,0.190982,0.000175,0.18093
WSL_2015,L. O'Neill,Notts County WFC,8,0.010816,0.005408,-0.014022,-0.001753,-0.074232
WSL_2015,L. Sanderson,Liverpool FCW,352,0.764395,0.00588,0.187139,0.000532,0.185082
WSL_2015,L. Smørsgård,Arsenal WFC,12,-0.231698,-0.077233,-0.022996,-0.001916,-0.147834
WSL_2015,L. Staniforth,Arsenal WFC,484,0.821473,0.003751,0.119171,0.000246,0.115327
WSL_2015,L. Townsend,Everton FC,237,0.388719,0.005634,-0.011299,-4.8e-05,-0.010705
WSL_2015,L. Williamson,Liverpool FCW,652,2.372992,0.00768,0.279517,0.000429,0.267623
WSL_2015,M. Bright,Manchester United WFC,685,0.596778,0.002802,-0.530499,-0.000774,-0.492216
WSL_2015,M. Brummel,Everton FC,391,1.046615,0.006977,-0.377666,-0.000966,-0.357789
WSL_2015,M. Earps,Everton FC,947,1.564254,0.004574,0.53812,0.000568,0.515221
WSL_2015,M. Farrow,Manchester United WFC,29,0.079543,0.006119,-0.012572,-0.000434,-0.047144
WSL_2015,M. Harris,Arsenal WFC,1354,3.733014,0.007926,0.367392,0.000271,0.333993
WSL_2015,M. Hourihan,Manchester United WFC,7,0.032133,0.008033,0.020784,0.002969,0.15588
WSL_2015,M. Lawley,Aston Villa WFC,946,-0.079987,-0.000323,0.030151,3.2e-05,0.02741
WSL_2015,M. Pacheco,Arsenal WFC,16,0.025895,0.006474,-0.001394,-8.7e-05,-0.015688
WSL_2015,M. Sargeant,Aston Villa WFC,559,1.682744,0.00833,0.195475,0.00035,0.175927
WSL_2015,Marta Corredera,Liverpool FCW,601,1.653277,0.008308,-0.062569,-0.000104,-0.06055
WSL_2015,N. Dowie,Arsenal WFC,767,-0.729184,-0.003226,-0.823647,-0.001074,-0.74877
WSL_2015,N. Fahey,Manchester United WFC,1060,2.923378,0.005954,-0.040353,-3.8e-05,-0.037831
WSL_2015,N. Flint,West Ham United WFC,193,0.009594,0.000196,-0.123191,-0.000638,-0.117949
WSL_2015,N. Gutteridge,Yeovil Town WFC,13,-0.03414,-0.01707,-0.00417,-0.000321,-0.041698
WSL_2015,N. Harding,West Ham United WFC,418,0.33438,0.003012,-0.453364,-0.001085,-0.412149
WSL_2015,N. Lawrence,Everton FC,259,0.117799,0.001571,-0.191575,-0.00074,-0.185395
WSL_2015,N. Parris,West Ham United WFC,685,0.183135,0.001006,-0.883705,-0.00129,-0.795335
WSL_2015,N. Rolser,Arsenal WFC,131,0.05481,0.001566,-0.050137,-0.000383,-0.045124
WSL_2015,N. Watts,Everton FC,357,0.530412,0.003844,0.077494,0.000217,0.07581
WSL_2015,Natalia Pablos,Liverpool FCW,664,1.113158,0.00513,-0.617566,-0.00093,-0.585063
WSL_2015,R. Allen,Aston Villa WFC,894,1.174263,0.00427,0.109624,0.000123,0.099658
WSL_2015,R. Easton,Arsenal WFC,553,1.48381,0.007851,0.095406,0.000173,0.086733
WSL_2015,R. Furness,Yeovil Town WFC,198,0.532543,0.010651,0.024076,0.000122,0.0233
WSL_2015,R. Laws,Yeovil Town WFC,388,1.560477,0.015762,0.154994,0.000399,0.148398
WSL_2015,R. Spencer,Aston Villa WFC,586,1.284443,0.006943,0.771392,0.001316,0.746508
WSL_2015,R. White,Arsenal WFC,665,0.631116,0.002768,0.04574,6.9e-05,0.043793
WSL_2015,R. Williams,Notts County WFC,909,-0.655087,-0.002663,-0.674183,-0.000742,-0.645494
WSL_2015,R. Yankey,Liverpool FCW,272,0.81627,0.009492,-0.149948,-0.000551,-0.145111
WSL_2015,S. Baggaley,Aston Villa WFC,201,0.738749,0.011915,0.417504,0.002077,0.412916
WSL_2015,S. Bannon,Yeovil Town WFC,75,0.160351,0.014577,-0.084036,-0.00112,-0.083113
WSL_2015,S. Chamberlain,Notts County WFC,108,0.272955,0.009098,0.211899,0.001962,0.235443
WSL_2015,S. Chamberlain,Liverpool FCW,68,0.111224,0.003271,0.044053,0.000648,0.045054
WSL_2015,S. Houghton,West Ham United WFC,971,4.244329,0.008388,0.989932,0.001019,0.947807
WSL_2015,S. Ingle,Everton FC,976,2.402457,0.006655,1.358067,0.001391,1.286589
WSL_2015,S. Murray,Arsenal WFC,655,1.244429,0.005761,-0.744034,-0.001136,-0.712373
WSL_2015,S. Passariello,Everton FC,18,0.025455,0.005091,-0.020783,-0.001155,-0.155873
WSL_2015,S. Robson,Yeovil Town WFC,152,0.380981,0.009071,0.135581,0.000892,0.131207
WSL_2015,S. Walton,Notts County WFC,1084,3.966732,0.0094,0.85137,0.000785,0.815141
WSL_2015,S. Williams,Yeovil Town WFC,15,0.047729,0.01591,0.013106,0.000874,0.043688
WSL_2015,S. Wiltshire,West Ham United WFC,33,0.204884,0.051221,-0.065167,-0.001975,-0.101121
WSL_2015,S. Zambra,Yeovil Town WFC,233,0.533294,0.010256,0.244012,0.001047,0.228762
WSL_2015,S. van Veenendaal,Liverpool FCW,267,0.500669,0.005007,0.298418,0.001118,0.288792
WSL_2015,T. Duggan,West Ham United WFC,766,0.522747,0.001988,-0.60369,-0.000788,-0.54881
WSL_2015,Tatiana Pinto,Everton FC,34,-0.014453,-0.001606,-0.091636,-0.002695,-0.1586
WSL_2015,V. Sampson,Liverpool FCW,11,0.007692,0.001538,-0.014961,-0.00136,-0.224408
WSL_2015,V. Williams,Yeovil Town WFC,957,1.599655,0.006176,-1.41544,-0.001479,-1.340944
WSL_2015,Vicky Losada,Liverpool FCW,1105,1.008927,0.002184,-0.415813,-0.000376,-0.393928
WSL_2016,A. Berger,Aston Villa WFC,410,0.734156,0.00532,0.624879,0.001524,0.598289
WSL_2016,A. Greenwood,Arsenal WFC,870,3.351649,0.012648,0.481962,0.000554,0.456595
WSL_2016,A. Gummer,Reading WFC,47,0.072639,0.006604,0.050192,0.001068,0.100385
WSL_2016,A. Hegerberg,Aston Villa WFC,597,1.187193,0.006745,-0.076938,-0.000129,-0.07213
WSL_2016,A. Hodson,Arsenal WFC,157,-0.471869,-0.01004,-0.355687,-0.002266,-0.320118
WSL_2016,A. Holmes,Yeovil Town WFC,68,0.109786,0.012198,-0.076918,-0.001131,-0.07957
WSL_2016,A. James-Turner,Notts County WFC,1787,2.906823,0.005944,-0.176576,-9.9e-05,-0.16554
WSL_2016,A. Luik,Notts County WFC,188,0.469688,0.008387,0.107201,0.00057,0.101558
WSL_2016,A. Mannion,Aston Villa WFC,1203,2.880198,0.006516,0.271085,0.000225,0.256817
WSL_2016,A. McManus,West Ham United WFC,830,2.459028,0.005911,0.061513,7.4e-05,0.057668
WSL_2016,A. Oshoala,Liverpool FCW,507,0.11045,0.001151,-0.837785,-0.001652,-0.793691
WSL_2016,A. Scott,Liverpool FCW,1239,3.218712,0.006028,0.727795,0.000587,0.704317
WSL_2016,A. Stobbs,Reading WFC,19,0.010976,0.005488,0.010424,0.000549,0.04079
WSL_2016,A. Stringer,Aston Villa WFC,1009,0.903545,0.002482,-0.049374,-4.9e-05,-0.046775
WSL_2016,A. Whelan,Notts County WFC,472,-0.092829,-0.000967,-0.320046,-0.000678,-0.300043
WSL_2016,A. Windell,Aston Villa WFC,462,0.916705,0.004561,0.094292,0.000204,0.089329
WSL_2016,Ana Borges,Manchester United WFC,88,0.195281,0.008137,-0.026565,-0.000302,-0.025435
WSL_2016,B. Chaplen,Yeovil Town WFC,727,0.832394,0.003683,0.610484,0.00084,0.584506
WSL_2016,B. England,Manchester United WFC,462,0.235956,0.00195,-0.608262,-0.001317,-0.547436
WSL_2016,B. Jane,Reading WFC,184,0.4361,0.008387,0.051773,0.000281,0.050103
WSL_2016,B. Mead,Yeovil Town WFC,54,-0.104645,-0.006156,-0.069119,-0.00128,-0.079753
WSL_2016,B. Rayner,Reading WFC,16,-0.001486,-0.000495,0.011634,0.000727,0.09519
WSL_2016,C. Haines,Aston Villa WFC,171,0.308662,0.007178,0.020215,0.000118,0.019151
WSL_2016,C. Harrison-Murray,Reading WFC,534,-0.16019,-0.001178,-0.39093,-0.000732,-0.378319
WSL_2016,C. Humphrey,Reading WFC,819,0.27564,0.001056,0.011424,1.4e-05,0.010938
WSL_2016,C. Kelly,Liverpool FCW,157,0.132718,0.002654,-0.242269,-0.001543,-0.234454
WSL_2016,C. Peplow,Aston Villa WFC,59,0.008552,0.00045,-0.050023,-0.000848,-0.063409
WSL_2016,C. Potts,Yeovil Town WFC,12,0.03626,0.01813,-0.002081,-0.000173,-0.011016
WSL_2016,C. Rafferty,Manchester United WFC,961,2.275138,0.007088,-0.195878,-0.000204,-0.187542
WSL_2016,C. Sansom,Reading WFC,1,0.0,,-0.010656,-0.010656,-0.959048
WSL_2016,C. Schröder,Aston Villa WFC,172,0.521953,0.011863,0.009345,5.4e-05,0.012553
WSL_2016,C. Stoney,Liverpool FCW,866,2.437165,0.006827,0.155565,0.00018,0.148946
WSL_2016,C. Sweetman-Kirk,Reading WFC,58,0.152672,0.010905,0.074564,0.001286,0.074564
WSL_2016,C. Telford,Notts County WFC,433,0.789776,0.010673,0.388404,0.000897,0.371876
WSL_2016,C. Weir,Arsenal WFC,1418,1.300843,0.002536,-1.479712,-0.001044,-1.358919
WSL_2016,C. Wellings,Aston Villa WFC,308,0.083114,0.000723,0.005343,1.7e-05,0.005115
WSL_2016,C. Weston,Notts County WFC,5,0.020844,0.020844,-0.033818,-0.006764,-1.01454
WSL_2016,D. Bowman,Notts County WFC,1711,6.395003,0.014148,1.426988,0.000834,1.297262
WSL_2016,D. Brown,Yeovil Town WFC,62,0.057111,0.002284,0.003515,5.7e-05,0.003515
WSL_2016,D. Carter,Liverpool FCW,827,0.298722,0.001234,-0.6573,-0.000795,-0.62933
WSL_2016,D. Corboz,West Ham United WFC,461,1.089558,0.005796,0.18171,0.000394,0.170353
WSL_2016,D. Janssen,Liverpool FCW,885,2.321101,0.006613,0.134997,0.000153,0.123977
WSL_2016,D. Spence,Manchester United WFC,426,0.468511,0.003166,0.383708,0.000901,0.363513
WSL_2016,D. Stokes,West Ham United WFC,1487,2.255212,0.00402,-0.120419,-8.1e-05,-0.109472
WSL_2016,D. van de Donk,Liverpool FCW,1088,0.282888,0.000752,-0.99764,-0.000917,-0.9162
WSL_2016,E. Aluko,Manchester United WFC,964,1.421049,0.004934,-0.522234,-0.000542,-0.47001
WSL_2016,E. Brazil,Aston Villa WFC,56,0.145231,0.016137,0.037558,0.000671,0.037558
WSL_2016,E. Byrne,Liverpool FCW,50,0.077298,0.004547,0.128547,0.002571,0.192821
WSL_2016,E. Follis,Reading WFC,134,0.060028,0.002144,0.034064,0.000254,0.034064
WSL_2016,E. Lundh,Arsenal WFC,495,0.33854,0.002436,-0.204146,-0.000412,-0.187481
WSL_2016,E. Mukandi,Liverpool FCW,1064,2.544681,0.006575,-0.06834,-6.4e-05,-0.064069
WSL_2016,E. Roebuck,West Ham United WFC,19,-0.000374,-6.2e-05,0.081029,0.004265,0.197097
WSL_2016,E. Simpkins,Reading WFC,1051,1.927841,0.006885,-0.432504,-0.000412,-0.418552
WSL_2016,E. Westwood,Aston Villa WFC,712,1.274351,0.005541,-0.235539,-0.000331,-0.225516
WSL_2016,E. White,Notts County WFC,648,0.0847,0.000557,-0.54095,-0.000835,-0.496791
WSL_2016,F. Ayisi,Aston Villa WFC,784,0.327973,0.001832,-0.623347,-0.000795,-0.596822
WSL_2016,F. Kirby,Manchester United WFC,321,0.195001,0.002074,-0.156693,-0.000488,-0.153287
WSL_2016,F. Whelan,Notts County WFC,706,1.332916,0.00709,-0.684022,-0.000969,-0.654914
WSL_2016,F. Williams,Liverpool FCW,1380,5.864415,0.009505,0.792668,0.000574,0.750948
WSL_2016,G. Bonner,Arsenal WFC,1429,3.605118,0.007654,0.796089,0.000557,0.709387
WSL_2016,G. Davison,Manchester United WFC,953,0.489511,0.00161,-0.42473,-0.000446,-0.382257
WSL_2016,G. Flaherty,Manchester United WFC,973,2.475981,0.005084,-0.175346,-0.00018,-0.156249
WSL_2016,G. Moloney,Reading WFC,101,0.296213,0.012879,0.364885,0.003613,0.349358
WSL_2016,G. Stanway,West Ham United WFC,388,-0.146784,-0.001147,-0.847324,-0.002184,-0.802728
WSL_2016,H. Blundell,Manchester United WFC,1266,2.893407,0.00479,0.881815,0.000697,0.844291
WSL_2016,H. Lindahl,Manchester United WFC,702,0.917078,0.003299,0.516101,0.000735,0.499453
WSL_2016,H. Scott,Reading WFC,92,0.07761,0.003234,-0.022312,-0.000243,-0.021827
WSL_2016,H. Sharp,Yeovil Town WFC,32,0.0274,0.00274,-0.008362,-0.000261,-0.00818
WSL_2016,H. Ward,Reading WFC,51,0.021391,0.004278,-0.030907,-0.000606,-0.039737
WSL_2016,I. Christiansen,West Ham United WFC,580,1.059621,0.004222,-0.169023,-0.000291,-0.158459
WSL_2016,I. Linden,Aston Villa WFC,128,-0.081019,-0.002614,-0.421783,-0.003295,-0.421783
WSL_2016,J. Bailey,Manchester United WFC,622,1.007268,0.003522,-0.031214,-5e-05,-0.028093
WSL_2016,J. Beattie,West Ham United WFC,1149,4.654935,0.008418,0.991067,0.000863,0.929125
WSL_2016,J. Carter,Aston Villa WFC,1701,4.487244,0.009176,0.288022,0.000169,0.272863
WSL_2016,J. Clarke,Notts County WFC,1130,0.165414,0.000667,-0.692779,-0.000613,-0.623501
WSL_2016,J. Henning,Liverpool FCW,814,1.651131,0.005753,-0.036041,-4.4e-05,-0.034507
WSL_2016,J. Moore,Notts County WFC,574,1.257982,0.006691,0.046529,8.1e-05,0.043172
WSL_2016,J. Moore,Aston Villa WFC,220,0.541672,0.013212,-0.048024,-0.000218,-0.045981
WSL_2016,J. Nobbs,Liverpool FCW,1208,2.142052,0.003494,0.376893,0.000312,0.360855
WSL_2016,J. Potter,Notts County WFC,857,4.493861,0.017152,0.326977,0.000382,0.297252
WSL_2016,J. Potter,Aston Villa WFC,680,1.858018,0.009337,0.424737,0.000625,0.406663
WSL_2016,J. Rose,Liverpool FCW,558,1.491585,0.007934,-0.260471,-0.000467,-0.239208
WSL_2016,J. Ross,West Ham United WFC,875,0.012407,4.8e-05,-1.788037,-0.002043,-1.676284
WSL_2016,J. Scott,West Ham United WFC,1452,1.429803,0.002643,-0.04445,-3.1e-05,-0.040005
WSL_2016,J. Sigsworth,Reading WFC,395,-0.043651,-0.000606,0.010803,2.7e-05,0.010343
WSL_2016,J. Taylor,Liverpool FCW,60,-0.014771,-0.000777,-0.12594,-0.002099,-0.130283
WSL_2016,Jade Boho,Reading WFC,29,-0.121437,-0.01104,-0.097516,-0.003363,-0.143876
WSL_2016,Ji So-Yun,Manchester United WFC,1366,4.237817,0.006187,0.888714,0.000651,0.83317
WSL_2016,K. Asllani,West Ham United WFC,643,1.662649,0.00819,-0.036502,-5.7e-05,-0.034949
WSL_2016,K. Bardsley,West Ham United WFC,736,1.887643,0.00607,1.254241,0.001704,1.11764
WSL_2016,K. Carney,Manchester United WFC,1278,4.271651,0.008826,-0.787214,-0.000616,-0.745781
WSL_2016,K. Chapman,Manchester United WFC,1188,1.512785,0.00394,-0.761113,-0.000641,-0.728726
WSL_2016,K. Harrop,Aston Villa WFC,1807,4.514149,0.008104,0.344229,0.00019,0.322715
WSL_2016,K. Hines,Reading WFC,868,1.519002,0.00787,-0.284867,-0.000328,-0.269874
WSL_2016,K. Johnston,Yeovil Town WFC,118,0.151712,0.006321,-0.043982,-0.000373,-0.043026
WSL_2016,K. Linnett,Aston Villa WFC,249,-0.361741,-0.005481,-0.530957,-0.002132,-0.508363
WSL_2016,K. Lipka,Reading WFC,81,0.214438,0.006307,0.024621,0.000304,0.024086
WSL_2016,K. Longhurst,Arsenal WFC,1171,2.101257,0.004956,-0.056337,-4.8e-05,-0.052272
WSL_2016,K. McCabe,Liverpool FCW,393,0.129481,0.001126,-0.850393,-0.002164,-0.780973
WSL_2016,K. McCarthy,Reading WFC,423,0.820552,0.005065,-0.32809,-0.000776,-0.314129
WSL_2016,K. Pearce,Reading WFC,172,0.397744,0.007799,-0.015764,-9.2e-05,-0.015421
WSL_2016,K. Sjoman,Yeovil Town WFC,124,0.3616,0.010958,0.019603,0.000158,0.019177
WSL_2016,K. Smith,Liverpool FCW,151,0.397787,0.006979,0.153158,0.001014,0.153158
WSL_2016,K. Walsh,West Ham United WFC,453,0.712683,0.00346,-0.108125,-0.000239,-0.101367
WSL_2016,K. Zelem,Arsenal WFC,990,0.631369,0.00164,-0.172252,-0.000174,-0.155027
WSL_2016,K. Ómarsdottir,Reading WFC,786,0.210006,0.000981,-0.096694,-0.000123,-0.09258
WSL_2016,L. Bassett,Notts County WFC,1025,2.750487,0.007619,0.367116,0.000358,0.344172
WSL_2016,L. Bronze,West Ham United WFC,2055,8.24999,0.010523,2.695534,0.001312,2.425981
WSL_2016,L. Bruton,Reading WFC,151,0.111949,0.003293,-0.089414,-0.000592,-0.08747
WSL_2016,L. Coombs,Arsenal WFC,940,3.231458,0.009339,0.346958,0.000369,0.318635
WSL_2016,L. Crichton,Notts County WFC,756,1.475653,0.006617,0.149031,0.000197,0.141187
WSL_2016,L. Little,Reading WFC,78,0.026135,0.001867,-0.105403,-0.001351,-0.102003
WSL_2016,L. Rafferty,Manchester United WFC,15,0.0341,0.011367,-0.032662,-0.002177,-0.209973
WSL_2016,L. Roche,Reading WFC,269,0.420706,0.004573,0.234077,0.00087,0.226526
